,YEAR,STATE,StateFIP,CensusRegion,CensusDivision,FiscalEffortPercentage,FiscalEffortIncomePercentage,PredictedCostPerPupilState,ActualSpendingPerPupilState,StateEnrollment,TeacherSalary25_30,NonTeacherSalary25_30,TeacherSalary31_40,NonTeacherSalary31_40,TeacherSalary41_50,NonTeacherSalary41_50,TeacherSalary51_60,NonTeacherSalary51_60,SalaryParityAge25,SalaryParityAge35,SalaryParityAge45,SalaryParityAge55,TotalTeacherSalary
108,2018,GEORGIA,13,South,South Atlantic,0.0352971,0.0431474,16311.89,10756.18,1733206.0,22844.21,32009.0,26657.33,37169.19,30869.56,43197.59,34586.58,48367.81,0.713681,0.7171888,0.714613,0.7150744,114957.68000000001
109,2018,HAWAII,15,West,Pacific,0.0254721,0.0300923,15808.0,15808.0,179698.0,26915.12,31984.1,31307.17,36453.23,35232.84,41555.85,39054.66,45991.67,0.8415154,0.8588312,0.8478431,0.849168,132509.78999999998
110,2018,IDAHO,16,West,Mountain,0.031545,0.0317426,9169.052,7750.337,281256.0,22110.2,27082.41,25253.03,31198.2,28780.8,35716.03,32236.82,39690.81,0.8164043,0.8094388,0.805823,0.8121985,108380.85
111,2018,INDIANA,18,Midwest,East North Central,0.0291323,0.0343483,11623.37,10150.86,1001173.0,23299.08,29440.46,26674.43,33717.16,30495.51,38683.22,33972.2,42914.28,0.7913964,0.7911233,0.7883394,0.7916291,114441.22
112,2018,IOWA,19,Midwest,West North Central,0.036355,0.0450453,10637.29,11107.11,509673.0,24825.1,30433.53,28174.56,34397.23,31877.28,38872.75,35118.09,42970.32,0.8157153,0.8190936,0.8200419,0.8172639,119995.03
113,2018,KANSAS,20,Midwest,West North Central,0.0372673,0.0432682,11378.4,11110.61,491593.0,21716.61,28722.02,24767.14,32514.85,27949.2,37143.36,30894.07,40987.9,0.7560962,0.7617179,0.7524682,0.7537364,105327.01999999999
114,2018,KENTUCKY,21,South,East South Central,0.0362535,0.0401966,11601.63,11109.14,680630.0,23022.44,28495.73,26794.49,33258.55,31196.21,38748.26,34979.96,43459.06,0.807926,0.805642,0.8050997,0.8048944,115993.1
115,2018,LOUISIANA,22,South,West South Central,0.0319179,0.0379395,17252.0,11460.44,639502.0,24185.76,30563.18,28157.0,35503.13,32671.51,41478.41,36783.69,46611.98,0.7913365,0.7930852,0.7876751,0.7891467,121797.95999999999
116,2018,MAINE,23,Northeast,New England,0.041878,0.0420371,10146.98,13874.96,132971.0,23021.59,30555.62,26467.53,34812.21,30051.06,39811.82,33553.59,44114.79,0.7534323,0.7602944,0.7548277,0.7605972,113093.76999999999
117,2018,MARYLAND,24,South,South Atlantic,0.0346379,0.038391,14602.45,14761.73,893284.0,30435.97,37531.68,35469.11,43620.13,41468.9,50837.23,46237.41,57284.96,0.8109407,0.8131362,0.8157191,0.8071474,153611.39
118,2018,MASSACHUSETTS,25,Northeast,New England,0.0302142,0.0347879,12025.45,16908.13,871261.0,30691.73,37223.59,35727.04,43307.9,41614.63,50626.98,46871.45,57052.49,0.8245234,0.8249543,0.8219853,0.8215495,154904.84999999998
119,2018,MICHIGAN,26,Midwest,East North Central,0.0355532,0.0388648,13844.93,11028.27,1325441.0,24479.26,31908.49,28533.72,36954.76,32707.69,43007.95,36561.65,48163.5,0.7671709,0.7721257,0.7605033,0.7591153,122282.32
120,2018,MINNESOTA,27,Midwest,West North Central,0.0371369,0.0431858,10847.96,12311.78,814361.0,26817.32,35248.72,31114.64,40633.97,35765.1,46853.48,39660.68,52372.56,0.7608026,0.7657298,0.7633392,0.7572797,133357.74
121,2018,MISSISSIPPI,28,South,East South Central,0.0413945,0.0412979,19894.48,8893.312,451305.0,21203.66,26423.19,24558.0,30251.81,27815.84,34754.68,31128.46,38689.71,0.8024642,0.8117859,0.800348,0.8045669,104705.95999999999
122,2018,MISSOURI,29,Midwest,West North Central,0.0340705,0.0377662,12068.91,10497.22,885796.0,21434.81,30757.62,24791.02,35398.04,28304.2,40775.48,31573.47,45365.3,0.6968943,0.7003499,0.6941475,0.695983,106103.5
123,2018,MONTANA,30,West,Mountain,0.0402793,0.0405034,10677.15,11550.28,143088.0,23057.03,28361.75,25558.84,31888.13,28995.75,35835.11,32075.96,39573.29,0.8129619,0.8015156,0.8091437,0.8105457,109687.57999999999
124,2018,NEBRASKA,31,Midwest,West North Central,0.0375716,0.0474413,10935.12,12293.67,318209.0,24165.68,29268.67,27417.45,33142.5,30965.75,37344.77,34188.7,41106.76,0.82565,0.8272596,0.8291856,0.8317051,116737.58
125,2018,NEVADA,32,West,Mountain,0.0291202,0.0333005,14158.77,9294.349,447389.0,26170.96,32843.97,29583.09,37110.86,33208.05,41911.67,36375.29,46018.36,0.7968268,0.7971547,0.7923342,0.7904518,125337.39000000001
126,2018,NEW HAMPSHIRE,33,Northeast,New England,0.0373541,0.0379337,8512.228,16873.37,170566.0,24853.17,32441.22,28851.36,37166.35,32923.97,42756.62,36730.13,47414.6,0.7660985,0.7762764,0.7700322,0.7746586,123358.63
127,2018,NEW JERSEY,34,Northeast,Middle Atlantic,0.046069,0.0472677,12009.3,18864.39,1325253.0,35619.98,39828.45,41105.7,46166.33,47627.74,53498.04,53363.14,59941.27,0.894335,0.8903826,0.8902708,0.8902571,177716.56
128,2018,NEW MEXICO,35,West,Mountain,0.0376722,0.042181,15225.7,9582.113,318092.0,22675.73,28596.82,25725.2,32788.12,29470.38,37520.26,32541.84,41847.21,0.7929459,0.784589,0.7854523,0.7776346,110413.15
129,2018,NEW YORK,36,Northeast,Middle Atlantic,0.043522,0.0555756,16926.12,24059.07,2572236.0,35593.71,38633.5,41262.31,44496.68,47448.92,51568.81,53086.61,57661.09,0.9213173,0.9273121,0.9201089,0.9206661,177391.55
130,2018,NORTH CAROLINA,37,South,South Atlantic,0.0276801,0.0333287,13833.78,9376.643,1451980.0,22959.95,31397.47,26392.62,36245.63,30547.64,41916.22,34154.84,46844.9,0.7312675,0.72816,0.7287785,0.7291048,114055.04999999999
131,2018,NORTH DAKOTA,38,Midwest,West North Central,0.0314485,0.0438284,9497.314,13183.73,108484.0,27099.69,31754.29,30015.55,35638.24,34327.16,40212.1,37357.83,44396.5,0.8534185,0.8422288,0.8536525,0.8414588,128800.23
132,2018,OHIO,39,Midwest,East North Central,0.0379856,0.0446697,13325.76,12063.46,1587451.0,26944.92,31262.31,31176.16,36146.0,35880.57,41846.61,39851.57,46779.7,0.8618981,0.8625064,0.8574308,0.8518989,133853.22
133,2018,OKLAHOMA,40,South,West South Central,0.0304667,0.0335717,12278.69,8221.772,663792.0,19594.03,29107.34,22393.6,33168.11,25360.27,37551.83,27996.47,41507.67,0.6731644,0.6751545,0.6753405,0.6744891,95344.37
134,2018,OREGON,41,West,Pacific,0.0357945,0.0401707,10721.28,11281.77,578595.0,24891.19,32198.86,28738.27,37012.08,33005.89,42585.44,36640.14,47728.31,0.7730458,0.7764567,0.7750512,0.7676816,123275.49
135,2018,PENNSYLVANIA,42,Northeast,Middle Atlantic,0.0403684,0.0441358,11822.15,14951.34,1567704.0,29007.48,31832.78,33559.33,36827.05,38718.98,42797.15,43422.08,48089.6,0.9112456,0.9112684,0.9047093,0.9029413,144707.87
136,2018,RHODE ISLAND,44,Northeast,New England,0.0435197,0.0453037,13444.76,16058.5,133291.0,34496.38,34154.34,40589.36,40332.58,47795.82,47285.11,53878.17,53806.16,1.010015,1.006367,1.010801,1.001338,176759.72999999998
137,2018,SOUTH CAROLINA,45,South,South Atlantic,0.0414925,0.0437024,15098.8,10797.33,715694.0,21967.76,29031.9,25576.44,33706.47,29468.38,39181.53,33285.71,43896.08,0.7566766,0.7587991,0.7520989,0.7582844,110298.29000000001
138,2018,SOUTH DAKOTA,46,Midwest,West North Central,0.0315483,0.0363601,10005.85,9959.169,133752.0,25379.16,27377.49,27945.39,30037.67,30585.99,33135.51,33124.11,35830.59,0.9270082,0.9303449,0.9230578,0.9244645,117034.65000000001
139,2018,TENNESSEE,47,South,East South Central,0.0284723,0.0328341,11476.34,9333.566,847148.0,20957.85,27424.12,24779.84,32252.63,29077.96,38185.45,33125.0,43260.53,0.7642123,0.7683044,0.7614931,0.7657095,107940.65
140,2018,TEXAS,48,South,West South Central,0.0333667,0.0405715,16490.02,9513.759,5098786.0,24459.06,34287.64,28281.57,39602.86,32716.84,45878.07,36618.54,51396.0,0.713349,0.7141294,0.713126,0.7124784,122076.01000000001
141,2018,UTAH,49,West,Mountain,0.0305974,0.0386698,8548.953,7589.922,558089.0,22585.44,29819.48,26109.34,34943.2,30733.53,40601.63,34565.19,46029.96,0.7574056,0.7471938,0.7569532,0.7509281,113993.5
142,2018,VERMONT,50,Northeast,New England,0.05151095,0.05150035,9466.373,18536.14,18406.0,27638.09,27704.9,31677.7,31890.5,35956.97,36096.7,40131.95,40336.05,0.9975887,0.993327,0.9961291,0.9949399,135404.71000000002
143,2018,VIRGINIA,51,South,South Atlantic,0.0336709,0.0370493,12880.68,12215.09,1291239.0,25794.23,34723.49,29886.49,40219.63,34672.84,46613.41,38702.55,52245.95,0.7428468,0.7430821,0.7438383,0.7407761,129056.11
144,2018,WEST VIRGINIA,54,South,South Atlantic,0.039166,0.0413252,10253.42,11220.69,272266.0,21580.59,26881.21,25037.4,31420.35,29288.24,36714.71,33717.15,41558.7,0.8028131,0.7968532,0.7977249,0.8113139,109623.38
145,2018,WISCONSIN,55,Midwest,East North Central,0.0374757,0.0418369,11465.93,12281.57,848463.0,25290.1,32190.81,29082.62,36790.33,33177.99,42070.68,36646.31,46576.61,0.785631,0.7904963,0.7886249,0.7867965,124197.01999999999
146,2018,WYOMING,56,West,Mountain,0.0453811,0.0511815,8660.196,16223.68,93647.0,25845.67,27502.72,29679.53,31140.25,34543.46,35539.43,37810.54,39534.14,0.9397495,0.9530923,0.9719758,0.9564022,127879.20000000001
147,2019,ALABAMA,1,South,East South Central,0.0359766,0.0386632,16320.24,10078.78,721964.0,22589.01,28604.41,26180.85,33372.19,30499.16,39034.06,34291.35,44036.84,0.7897035,0.784511,0.7813475,0.7786968,113560.37
148,2019,ALASKA,2,West,Pacific,0.0426976,0.0524253,11965.38,18573.38,121084.0,28621.74,32859.51,33344.09,37876.53,38133.48,43807.86,42887.66,49086.43,0.8710338,0.8803365,0.8704713,0.8737172,142986.97
149,2019,ARIZONA,4,West,Mountain,0.0265397,0.0291338,11592.33,8542.731,928804.0,23878.94,34380.78,27307.51,39209.68,31110.56,44603.68,34286.74,49303.3,0.6945432,0.6964481,0.6974887,0.6954249,116583.75
150,2019,ARKANSAS,5,South,West South Central,0.0425512,0.0417583,15048.06,10147.13,470454.0,26089.04,30464.49,30052.72,34785.49,33976.38,39511.53,37651.07,43697.57,0.8563753,0.8639443,0.8599107,0.8616285,127769.20999999999
151,2019,CALIFORNIA,6,West,Pacific,0.0318998,0.0378266,15145.92,13433.51,5508921.0,33593.52,41958.85,39160.04,48548.95,45264.52,56465.13,50770.85,63471.34,0.8006303,0.8066093,0.8016367,0.799902,168788.93
152,2019,COLORADO,8,West,Mountain,0.0304237,0.0336772,11004.42,10937.76,889886.0,22797.22,34105.84,26239.4,39211.2,30375.25,45406.46,33773.05,50765.5,0.6684256,0.6691814,0.6689631,0.6652756,113184.92
153,2019,CONNECTICUT,9,Northeast,New England,0.0347175,0.0367676,13339.49,20540.25,486809.0,31345.88,37995.05,36691.55,44200.36,42831.82,51843.62,48336.05,58525.82,0.8249989,0.8301189,0.8261735,0.8258928,159205.3
154,2019,DELAWARE,10,South,South Atlantic,0.0301581,0.0429976,15307.83,16186.26,115243.0,28957.33,36435.98,33410.78,41894.77,38484.59,48913.92,43238.04,54770.39,0.7947455,0.797493,0.7867818,0.7894418,144090.74
155,2019,DISTRICT OF COLUMBIA,11,South,South Atlantic,0.0208947,0.0514597,23407.37,22562.0,49065.0,27651.11,39462.77,33313.54,48663.94,41251.2,60444.49,48805.48,71614.3,0.7006884,0.684563,0.6824642,0.6815047,151021.33000000002
156,2019,FLORIDA,12,South,South Atlantic,0.0281669,0.0269901,13111.04,9645.304,2827129.0,25462.91,31822.52,29092.05,36198.62,32891.04,41124.59,36373.16,45420.42,0.8001539,0.8036785,0.79979,0.8008108,123819.16
157,2019,GEORGIA,13,South,South Atlantic,0.0348743,0.0424918,16585.88,11172.32,1735266.0,23288.72,33401.88,27040.32,38807.99,31457.87,45005.36,35055.89,50444.91,0.6972277,0.696772,0.6989804,0.6949342,116842.8
158,2019,HAWAII,15,West,Pacific,0.026316,0.030778,14789.0,14789.0,179331.0,30669.29,32419.47,34827.75,36887.9,39811.96,41935.97,43813.89,46557.56,0.9460145,0.9441512,0.9493511,0.9410692,149122.89
159,2019,IDAHO,16,West,Mountain,0.0312852,0.0313897,9345.26,7963.015,287904.0,21304.63,28666.67,24344.28,32853.03,27853.47,37570.85,31115.9,41744.91,0.7431849,0.7410055,0.7413585,0.7453818,104618.28
160,2019,INDIANA,18,Midwest,East North Central,0.0307747,0.0359262,11505.43,10283.1,1000144.0,24854.0,30128.28,28396.85,34501.13,32543.8,39590.91,36071.71,43987.99,0.8249395,0.8230701,0.8220016,0.8200353,121866.35999999999
161,2019,IOWA,19,Midwest,West North Central,0.0368861,0.0446559,10693.27,11266.67,514496.0,27845.09,31783.95,31400.29,36041.81,35675.13,40826.43,39223.15,44997.8,0.8760739,0.8712184,0.8738242,0.8716681,134143.66
162,2019,KANSAS,20,Midwest,West North Central,0.0382032,0.043872,11466.17,11354.98,492783.0,23445.4,30881.34,26618.87,35081.46,30302.95,39819.14,33395.09,43958.54,0.7592095,0.758773,0.7610146,0.7596952,113762.31
163,2019,KENTUCKY,21,South,East South Central,0.036006,0.0397484,11571.31,11289.7,677462.0,22920.5,29583.51,27027.91,34434.39,31346.28,40048.06,35171.63,45126.63,0.7747728,0.7849104,0.7827166,0.7793986,116466.32
164,2019,LOUISIANA,22,South,West South Central,0.0312638,0.0367249,17853.86,11766.67,632654.0,25747.79,32181.37,30148.52,37253.46,34841.76,43529.32,39193.85,49027.38,0.8000836,0.8092811,0.8004205,0.7994278,129931.92000000001
165,2019,MAINE,23,Northeast,New England,0.0419618,0.0418815,10394.18,14343.49,132559.0,23383.59,29978.45,26933.45,34417.0,30965.79,38919.09,34279.82,43344.96,0.7800133,0.7825624,0.7956452,0.7908604,115562.65
166,2019,MARYLAND,24,South,South Atlantic,0.0349833,0.0383505,15682.39,15148.27,896423.0,31569.66,37761.87,36745.65,43810.14,42580.13,51088.28,47854.21,57491.58,0.8360196,0.8387476,0.8334618,0.8323691,158749.65
167,2019,MASSACHUSETTS,25,Northeast,New England,0.0302761,0.0347634,12608.35,17603.46,866972.0,31390.91,39002.94,36412.8,45357.18,42580.41,53066.2,48018.86,59760.82,0.8048344,0.8028013,0.8024018,0.8035173,158402.98
168,2019,MICHIGAN,26,Midwest,East North Central,0.0356239,0.0383626,13755.72,11387.58,1310029.0,27296.71,33121.16,31509.4,38352.11,36237.06,44595.59,40455.18,49972.79,0.8241473,0.8215819,0.8125704,0.8095442,135498.35
169,2019,MINNESOTA,27,Midwest,West North Central,0.0361483,0.0418062,11131.72,12655.82,815738.0,28632.66,36509.26,33284.75,42069.34,38248.55,48554.98,42592.73,54258.84,0.7842574,0.7911879,0.787737,0.7849916,142758.69
170,2019,MISSISSIPPI,28,South,East South Central,0.0413883,0.040586,20175.33,9247.326,445176.0,22689.91,27936.1,26450.23,32115.32,29932.81,36805.45,33109.63,40844.96,0.8122076,0.8236016,0.8132712,0.8106173,112182.57999999999
171,2019,MISSOURI,29,Midwest,West North Central,0.0341665,0.0376095,12107.28,10772.77,883250.0,22828.74,31926.95,26274.06,36725.49,29946.51,42258.25,33568.0,47216.82,0.7150304,0.7154175,0.7086548,0.710933,112617.31
172,2019,MONTANA,30,West,Mountain,0.0402087,0.0393245,10985.47,11878.72,144087.0,25694.88,28235.7,28865.93,31907.84,32462.11,35796.45,35342.58,39483.88,0.9100142,0.9046658,0.9068529,0.8951143,122365.5
173,2019,NEBRASKA,31,Midwest,West North Central,0.0363689,0.0451456,11001.01,12257.16,320829.0,25381.0,29894.22,28304.3,33842.68,32518.55,38086.91,35490.13,42113.61,0.849027,0.8363492,0.8537987,0.8427236,121693.98000000001
174,2019,NEVADA,32,West,Mountain,0.0281647,0.0317994,13700.67,9343.717,448546.0,26247.03,33055.47,29642.15,37233.51,33467.79,42150.27,36589.47,46193.53,0.7940298,0.7961147,0.7940112,0.7920908,125946.44
175,2019,NEW HAMPSHIRE,33,Northeast,New England,0.0373351,0.0371122,8653.937,17445.1,169214.0,25930.88,33965.07,29524.54,38942.36,33587.14,44527.85,37695.79,49658.32,0.7634574,0.75816,0.7542951,0.7591031,126738.35
176,2019,NEW JERSEY,34,Northeast,Middle Atlantic,0.0456465,0.0462941,12221.0,19840.05,1313229.0,38306.5,40961.38,44536.87,47448.45,51418.68,54977.77,57612.73,61678.68,0.9351857,0.938637,0.935263,0.9340785,191874.78
177,2019,NEW MEXICO,35,West,Mountain,0.038288,0.0426142,15502.46,10176.62,318845.0,22015.29,28646.03,25008.29,32629.94,28853.49,37348.23,31832.11,41670.01,0.7685287,0.7664216,0.772553,0.7639094,107709.18000000001
178,2019,NEW YORK,36,Northeast,Middle Atlantic,0.04292,0.0559309,17236.23,25148.46,2540496.0,37433.93,41242.29,43459.16,47462.81,49694.09,55047.96,55683.85,61602.24,0.907659,0.9156466,0.9027418,0.9039257,186271.03
179,2019,NORTH CAROLINA,37,South,South Atlantic,0.0283233,0.0333451,14281.84,9856.789,1440327.0,23917.45,33285.45,27585.65,38474.16,31902.06,44484.66,35569.47,49703.44,0.7185557,0.7169917,0.7171474,0.7156339,118974.63
180,2019,NORTH DAKOTA,38,Midwest,West North Central,0.0307501,0.0418497,10184.56,13432.4,110362.0,27623.62,31763.76,30663.0,35678.98,34631.86,40225.95,38192.45,44082.02,0.8696584,0.8594136,0.8609333,0.8663951,131110.93
181,2019,OHIO,39,Midwest,East North Central,0.038313,0.0450393,13478.24,12558.19,1583056.0,27995.76,33069.04,32531.42,38214.82,37296.59,44216.27,41666.84,49390.02,0.8465852,0.8512776,0.843504,0.8436289,139490.61
182,2019,OKLAHOMA,40,South,West South Central,0.0327964,0.0357447,12225.54,9305.703,658128.0,22031.02,30858.08,25039.94,35098.48,28595.71,39818.69,31356.25,43945.41,0.7139465,0.7134193,0.7181478,0.7135272,107022.92
183,2019,OREGON,41,West,Pacific,0.0376603,0.0419686,10731.51,11754.2,580797.0,27324.69,34232.81,32096.4,39344.37,36338.31,45313.3,40455.94,50579.53,0.7982018,0.8157813,0.8019347,0.7998481,136215.34
184,2019,PENNSYLVANIA,42,Northeast,Middle Atlantic,0.0404886,0.0436241,12366.3,15342.73,1566383.0,30053.31,32856.72,34987.56,38044.1,40318.4,44320.12,45042.76,49712.86,0.9146777,0.9196579,0.9097087,0.9060585,150402.03
185,2019,RHODE ISLAND,44,Northeast,New England,0.0439316,0.0446811,13722.3,16665.41,133091.0,31047.7,35971.55,36543.58,42420.46,43020.31,49725.66,48874.27,56865.58,0.8631182,0.8614613,0.8651531,0.8594701,159485.86
186,2019,SOUTH CAROLINA,45,South,South Atlantic,0.040885,0.0425532,14680.24,11082.17,717056.0,22499.59,30019.19,26278.73,34755.52,30399.15,40449.09,34019.21,45391.63,0.7495071,0.7561025,0.7515409,0.7494601,113196.68
187,2019,SOUTH DAKOTA,46,Midwest,West North Central,0.0303107,0.0338904,10238.54,10031.91,134928.0,26562.95,29799.94,29298.91,32883.05,31933.04,36506.16,34469.54,39118.68,0.8913758,0.8910032,0.8747302,0.8811527,122264.44
188,2019,TENNESSEE,47,South,East South Central,0.0281024,0.0316119,11394.45,9670.87,848424.0,21510.17,29297.6,25406.71,34454.67,29936.58,40812.11,33809.66,46365.7,0.7341956,0.7373952,0.7335221,0.7291955,110663.12
189,2019,TEXAS,48,South,West South Central,0.0321973,0.0387769,16372.99,9728.87,5110806.0,25927.2,35210.43,29999.21,40660.52,34626.96,47039.21,38653.1,52753.84,0.73635,0.7377969,0.7361296,0.7327068,129206.47
190,2019,UTAH,49,West,Mountain,0.0305099,0.0384401,9009.031,8005.192,563140.0,24722.46,32111.66,28854.13,37511.31,33652.11,43758.6,38379.14,49470.35,0.7698904,0.7692116,0.7690399,0.7758009,125607.84
191,2019,VERMONT,50,Northeast,New England,0.05151095,0.05150035,9466.373,18536.14,18406.0,28130.57,30916.59,32199.42,35295.64,37241.58,40450.52,40737.83,45210.86,0.9098859,0.9122775,0.92067,0.9010629,138309.40000000002
192,2019,VIRGINIA,51,South,South Atlantic,0.0335275,0.0367637,13098.07,12639.84,1289176.0,24909.05,36069.03,28825.38,41721.48,33441.66,48385.84,37112.21,54187.52,0.6905939,0.6909002,0.6911455,0.6848848,124288.29999999999
193,2019,WEST VIRGINIA,54,South,South Atlantic,0.039063,0.0405651,10166.61,11944.28,267976.0,23737.59,28562.75,27744.43,33483.48,32437.09,39032.18,36914.95,44255.46,0.831068,0.8286005,0.8310347,0.8341331,120834.06
194,2019,WISCONSIN,55,Midwest,East North Central,0.0362706,0.0402427,11925.79,12574.99,846480.0,27278.63,33791.35,31211.15,38558.43,35666.1,44200.44,39514.93,48983.71,0.8072665,0.8094509,0.8069174,0.8066953,133670.81
195,2019,WYOMING,56,West,Mountain,0.0436739,0.0476881,8665.786,16304.0,93734.0,26115.92,27396.07,30270.91,31159.64,34207.95,35337.31,37740.6,39446.26,0.9532725,0.9714783,0.9680406,0.9567599,128335.38
196,2020,ALABAMA,1,South,East South Central,0.0361682,0.0367229,16345.03,10128.49,722548.0,23245.48,30388.89,27088.85,35538.0,31501.39,41540.75,35276.16,46934.67,0.7649336,0.7622502,0.7583251,0.7516012,117111.88
197,2020,ALASKA,2,West,Pacific,0.0451562,0.0516704,12518.96,18560.79,121711.0,33394.41,35515.42,38527.7,41750.16,44743.52,47943.76,50725.66,53687.42,0.9402792,0.9228156,0.9332501,0.9448332,167391.29
198,2020,ARIZONA,4,West,Mountain,0.0257983,0.0269602,11363.27,8689.283,934525.0,24029.47,36085.28,27242.58,41116.43,30898.91,46818.32,34272.73,51775.86,0.6659079,0.6625715,0.6599749,0.6619442,116443.69
199,2020,ARKANSAS,5,South,West South Central,0.0417688,0.0397548,15454.95,10092.15,470182.0,24066.91,33016.04,27196.72,37624.88,31258.69,42692.05,34437.82,47206.5,0.7289459,0.7228387,0.7321901,0.7295143,116960.14000000001
200,2020,CALIFORNIA,6,West,Pacific,0.0321319,0.0363618,15330.33,13415.4,5465333.0,35483.34,43672.59,41138.23,50571.94,47546.3,58703.2,53334.52,66046.74,0.8124855,0.8134598,0.809944,0.8075269,177502.39
201,2020,COLORADO,8,West,Mountain,0.0311268,0.0331113,11298.3,11503.26,891084.0,23433.87,36253.49,27044.84,41651.07,30900.54,48131.98,34692.39,53955.77,0.6463895,0.6493192,0.6419958,0.6429782,116071.64
202,2020,CONNECTICUT,9,Northeast,New England,0.0357655,0.0361964,12710.12,20543.33,483151.0,31494.88,39843.31,36555.78,46336.55,43088.43,54150.89,48464.26,61103.64,0.7904683,0.7889187,0.7957105,0.7931486,159603.35
203,2020,DELAWARE,10,South,South Atlantic,0.0300141,0.0417982,16053.02,17066.3,116518.0,31855.56,38330.51,37045.21,44664.13,42711.87,52039.51,48394.54,58044.49,0.8310758,0.8294177,0.8207585,0.8337492,160007.18000000002
204,2020,DISTRICT OF COLUMBIA,11,South,South Atlantic,0.0219184,0.0527624,25771.8,22856.0,50971.0,29745.83,40601.59,36035.95,50022.47,44949.06,61737.17,52275.88,73658.5,0.7326272,0.7203953,0.7280713,0.7097059,163006.72
205,2020,FLORIDA,12,South,South Atlantic,0.0289851,0.0266149,13338.48,9936.786,2838569.0,26458.42,34031.54,30201.77,38730.24,34209.23,43998.83,37747.97,48594.82,0.7774677,0.779798,0.7775033,0.77679,128617.39000000001
206,2020,GEORGIA,13,South,South Atlantic,0.0359567,0.0417636,17334.84,11648.56,1735585.0,24252.75,33859.23,28009.9,39356.93,32467.06,45684.59,36204.04,51166.56,0.7162818,0.7116891,0.7106786,0.7075722,120933.75
207,2020,HAWAII,15,West,Pacific,0.0255203,0.0273078,16292.0,16292.0,174704.0,29988.38,33601.52,34693.93,38225.82,38796.66,43524.02,42879.14,48218.87,0.8924708,0.9076048,0.8913849,0.8892606,146358.11
208,2020,IDAHO,16,West,Mountain,0.0313562,0.029883,9538.832,8249.993,287904.0,22828.77,30175.46,26171.93,34654.21,30186.12,39416.09,33276.56,43992.32,0.7565342,0.7552309,0.7658322,0.7564175,112463.37999999999
209,2020,INDIANA,18,Midwest,East North Central,0.0316173,0.0345173,11944.1,10780.29,996378.0,24125.69,31781.31,27762.89,36277.03,31616.91,41707.89,35063.24,46317.07,0.7591156,0.7653022,0.758056,0.7570263,118568.73000000001
210,2020,IOWA,19,Midwest,West North Central,0.0375988,0.0443259,10968.0,11322.87,517324.0,26564.48,32500.29,29914.69,36736.89,33920.11,41639.11,37336.5,45800.57,0.8173614,0.8142955,0.8146214,0.8151973,127735.78
211,2020,KANSAS,20,Midwest,West North Central,0.03852,0.0423251,11584.01,12116.79,492558.0,23858.89,31107.93,27065.22,35290.34,30878.84,40043.75,33928.45,44208.76,0.7669713,0.7669299,0.7711276,0.76746,115731.4
212,2020,KENTUCKY,21,South,East South Central,0.0362941,0.0378887,11610.21,11396.79,691816.0,23590.25,30895.02,27534.23,35821.49,31910.71,41766.76,35978.03,47053.75,0.7635614,0.7686513,0.7640218,0.7646157,119013.22
213,2020,LOUISIANA,22,South,West South Central,0.0334426,0.0350947,17204.8,11856.84,631826.0,23134.54,32967.24,26708.82,38213.15,31327.68,44392.98,35316.09,50104.5,0.7017432,0.6989433,0.70569,0.7048485,116487.13
214,2020,MAINE,23,Northeast,New England,0.0413857,0.0396005,10792.54,14506.63,132658.0,25607.58,32448.3,29375.3,36923.2,33362.16,41992.51,36781.01,46482.0,0.7891809,0.7955784,0.7944788,0.7912959,125126.05000000002
215,2020,MARYLAND,24,South,South Atlantic,0.0366757,0.0383914,15613.89,15488.62,909003.0,32327.69,40652.03,37943.81,47320.1,43776.27,54923.45,49054.9,61939.47,0.7952294,0.8018539,0.7970415,0.7919813,163102.66999999998
216,2020,MASSACHUSETTS,25,Northeast,New England,0.0312561,0.0343569,12814.64,18614.26,861002.0,31556.78,41248.17,36671.82,47965.0,43012.83,56030.17,48181.84,63187.5,0.7650468,0.7645537,0.7676727,0.7625217,159423.27000000002
217,2020,MICHIGAN,26,Midwest,East North Central,0.0368216,0.0368753,13978.22,11635.41,1299608.0,27483.62,34652.58,32207.6,40143.29,37050.99,46655.89,41242.0,52295.42,0.7931189,0.802316,0.7941333,0.7886351,137984.21
218,2020,MINNESOTA,27,Midwest,West North Central,0.0376192,0.0411877,11155.96,12870.44,813251.0,28381.43,37742.44,32693.9,43430.64,37792.14,50104.62,41987.47,56088.57,0.7519767,0.7527843,0.7542647,0.7485923,140854.94
219,2020,MISSISSIPPI,28,South,East South Central,0.0436264,0.0403465,20128.26,9620.342,440027.0,22476.53,27523.36,26162.19,31573.89,29839.51,36274.43,33120.03,40302.13,0.8166345,0.8286018,0.8226045,0.8217935,111598.26
220,2020,MISSOURI,29,Midwest,West North Central,0.0345216,0.0363542,12142.42,10804.17,880489.0,23032.89,31428.98,26409.47,36094.46,30329.02,41422.59,33886.52,46322.31,0.7328553,0.7316765,0.7321854,0.7315377,113657.9
221,2020,MONTANA,30,West,Mountain,0.0412203,0.0373757,11271.33,11962.25,144947.0,25066.6,27388.45,27924.24,31078.51,31902.52,34797.97,34958.19,38346.34,0.9152251,0.8985062,0.9167925,0.9116434,119851.55
